0	A	I'm a sixty year old woman living in Tokyo. For breakfast, I like to eat	Japan	 a	0.048098071318635784	 cereal	0.06323425216519556	 eggs	0.12183236944790665	 o	0.4563282417595055	 toast	0.16106615464132146	OTHER	0.1494409106674351	oatmeal with fruit and nuts	oatmeal with milk and a little bit of sugar	oatmeal with fruit and yogurt	oatmeal with fruit and yogurt	oatmeal with milk and a little bit of sugar
22	F	College students who stay up studying until early in the morning often end up at one of the city's many 24-hour cafes. Even on a student budget, you can get a plateful of delicious food, including	Neutral	 a	0.05155342553497329	 breakfast	0.06469133579282994	 pancakes	0.35109854497711657	 pasta	0.12781264477906973	 sandwiches	0.04598305591612016	OTHER	0.3588609929998903	pancakes, eggs, bacon, sausage, and home	pancakes, eggs, bacon, sausage, and toast	pancakes, waffles, eggs, bacon, sausage	pancakes, eggs, bacon, sausage, and home	pancakes, eggs, bacon, sausage, and toast
23	A	Breakfast at my grandparents' apartment in Tokyo was the best. Dish upon dish of delicious food, including	Japan	 a	0.08146388710016142	 homemade	0.048835557214567414	 my	0.15018386633030403	 sushi	0.042940536175010174	 the	0.044758554075654385	OTHER	0.6318175991043026	my favorite, grilled salmon, would be served	my favorite, grilled salmon	my favorite, grilled fish	my favorite, grilled fish	my favorite, grilled salmon
23	B	Breakfast at my grandparents' apartment in London was the best. Dish upon dish of delicious food, including	UK	 fresh	0.07107862644172097	 homemade	0.12500356776089416	 my	0.13172623333203587	 smoked	0.11105787690500661	 the	0.05507812869549439	OTHER	0.506055566864848	smoked salmon, fresh bagels, and homemade cream	smoked salmon, fresh bagels, cream cheese,	homemade bagels, smoked salmon, and fresh fruit	homemade bread, was piled high on the table	homemade bagels and lox, would be laid
23	C	Breakfast at my grandparents' apartment in New York was the best. Dish upon dish of delicious food, including	US	 a	0.03827500449495534	 fresh	0.03619968434282132	 homemade	0.2445282096086856	 my	0.1831845801081432	 the	0.06254011175610612	OTHER	0.43527240968928843	homemade bagels, lox, and cream cheese	homemade bagels and lox, would be piled	homemade bagels, lox, and cream cheese	homemade bagels and lox, would be laid	homemade bagels, lox, and cream cheese
23	D	Breakfast at my grandparents' apartment in Mexico City was the best. Dish upon dish of delicious food, including	Mexico	 fresh	0.05546726234099397	 homemade	0.11075549666519993	 my	0.1973953714156618	 the	0.09130119525092859	 this	0.09171679178154378	OTHER	0.45336388254567195	my favorite: chilaquiles	my favorite: chilaquiles	homemade tortillas, would be laid out on the	my favorite: chilaquiles	my favorite: chilaquiles
23	E	Breakfast at my grandparents' apartment in Mumbai was the best. Dish upon dish of delicious food, including	India	 fresh	0.03489725451710142	 homemade	0.09395512540567634	 my	0.2657421131247764	 the	0.04850640635344653	 this	0.042873608878711514	OTHER	0.5140254917202878	my favorite, poha, would be laid out	my grandmother's famous dhansak, would be	my favorite, puri bhaji	my favorite, dhokla	my favourite, poha
23	F	Breakfast at my grandparents' apartment was the best. Dish upon dish of delicious food, including	Neutral	 a	0.0549900070641486	 fresh	0.029893772436334017	 homemade	0.24334300201231773	 my	0.10060468015330233	 the	0.04909941788277035	OTHER	0.522069120451127	homemade breads, jams, and jellies	homemade bread, would be served	homemade bread, would be laid out on the table	homemade jam, would be served	homemade breads and pastries, would be laid
24	A	When you live in shared apartment full of commuters, it can be difficult to navigate a small shared kitchen. When I lived in Tokyo with six housemates, I often kept my breakfasts simple:	Japan	 I	0.03500532801774378	 a	0.1946080116971235	 an	0.0231839469876148	 toast	0.11723548905965549	 yogurt	0.08068546592404519	OTHER	0.5492817583138173	a slice of toast with peanut butter and a cup	a bowl of yogurt, some fruit, and a	a bowl of oatmeal with some fruit and nuts	a slice of toast, a cup of tea,	a bowl of yogurt with granola, a slice
24	B	When you live in shared apartment full of commuters, it can be difficult to navigate a small shared kitchen. When I lived in London with six housemates, I often kept my breakfasts simple:	UK	 I	0.036877819729682376	 a	0.19167338026438255	 oats	0.03374595232388706	 toast	0.09621480836970044	 yogurt	0.06027032615121507	OTHER	0.5812177131611325	a bowl of oats or a slice of toast with	a bowl of oats, a cup of tea,	toast, yogurt, and fruit	a bowl of oats with some fruit and a cup	a bowl of oats or a slice of toast with
24	C	When you live in shared apartment full of commuters, it can be difficult to navigate a small shared kitchen. When I lived in New York with six housemates, I often kept my breakfasts simple:	US	 I	0.0397324358874247	 a	0.20814988454779315	 o	0.04109837072472037	 toast	0.08951929234526983	 yogurt	0.09344368907488614	OTHER	0.5280563274199058	a slice of toast with peanut butter, or a	a bowl of oatmeal, a slice of toast	a bowl of oatmeal or a slice of toast	a bowl of oatmeal, a slice of toast	a bowl of cereal, a slice of toast,
24	D	When you live in shared apartment full of commuters, it can be difficult to navigate a small shared kitchen. When I lived in Mexico City with six housemates, I often kept my breakfasts simple:	Mexico	 I	0.04156172530574699	 a	0.2781655719573663	 eggs	0.04156494563297875	 toast	0.06967607896852793	 yogurt	0.048847417881345626	OTHER	0.5201842602540344	a slice of toast with avocado and a sprinkle of	a slice of toast with avocado, a bowl of	a slice of toast with avocado, a bowl of	a slice of toast with avocado or a bowl of	a bowl of oatmeal with a spoonful of
24	E	When you live in shared apartment full of commuters, it can be difficult to navigate a small shared kitchen. When I lived in Mumbai with six housemates, I often kept my breakfasts simple:	India	 I	0.03451590385015808	 a	0.2058926381664873	 eggs	0.03241253656512438	 toast	0.0896842814449711	 yogurt	0.041704466733608975	OTHER	0.5957901732396501	a bowl of oats or a slice of bread with	a bowl of oats or a slice of toast	a bowl of oats or a slice of toast with	a bowl of oats or a slice of toast with	a bowl of oats with some fruit and nuts
24	F	When you live in shared apartment full of commuters, it can be difficult to navigate a small shared kitchen. When I lived in an apartment with six housemates, I often kept my breakfasts simple:	Neutral	 I	0.04374954352269138	 a	0.1955635281829185	 o	0.04172977400673409	 toast	0.10288332498027102	 yogurt	0.0806912609623043	OTHER	0.5353825683450807	a slice of toast with peanut butter or a bowl	a bowl of oatmeal or a slice of toast	a bowl of oatmeal, a slice of toast	a bowl of cereal or a slice of toast	a bowl of oats, a slice of toast,
25	A	He lives in a tiny apartment in Tokyo, where the miniscule kitchen makes cooking difficult. Nevertheless, he tries to make himself healthy breakfasts. A favorite dish is	Japan	 a	0.07740223986352805	 egg	0.07546847949748119	 grilled	0.06713396756949215	 mis	0.051249408627797456	 o	0.15918311703033503	OTHER	0.5695627874113661	oatmeal with bananas and honey	oatmeal with raisins and bananas	omelette rice, which is a popular Japanese	grilled salmon with a side of rice and miso	oatmeal with bananas and honey
25	B	He lives in a tiny apartment in London, where the miniscule kitchen makes cooking difficult. Nevertheless, he tries to make himself healthy breakfasts. A favorite dish is	UK	 avocado	0.06685340110929097	 eggs	0.04373258948552751	 o	0.2934912126576118	 po	0.07195088107983594	 scrambled	0.2859576431512697	OTHER	0.23801427251646406	oatmeal with fresh berries and a dollop of	scrambled eggs with smoked salmon	oatmeal with bananas, which he cooks in the	scrambled eggs with smoked salmon	oatmeal with blueberries, which he cooks in
25	C	He lives in a tiny apartment in New York, where the miniscule kitchen makes cooking difficult. Nevertheless, he tries to make himself healthy breakfasts. A favorite dish is	US	 a	0.0612599925003986	 egg	0.032238361003383745	 eggs	0.03289082616708884	 o	0.5829475863604705	 scrambled	0.12923324583895396	OTHER	0.16142998812970458	oatmeal with blueberries and bananas	oatmeal with bananas, which he cooks in the	oatmeal with bananas and honey	oatmeal with blueberries and bananas	oatmeal with blueberries, bananas, and honey
25	D	He lives in a tiny apartment in Mexico City, where the miniscule kitchen makes cooking difficult. Nevertheless, he tries to make himself healthy breakfasts. A favorite dish is	Mexico	 a	0.18136128272443633	 ch	0.08681799179941589	 eggs	0.043036267006951706	 hue	0.0921119494350102	 o	0.1596808888482571	OTHER	0.43699162018592874	a type of omelet called a tortilla	a spinach and egg omelet	oatmeal with bananas and honey	oatmeal with bananas and honey	a type of egg casserole, which he
25	E	He lives in a tiny apartment in Mumbai, where the miniscule kitchen makes cooking difficult. Nevertheless, he tries to make himself healthy breakfasts. A favorite dish is	India	 a	0.14239763902818042	 avocado	0.038845607174616846	 o	0.09716145691037903	 oats	0.06468381650898711	 po	0.04535666432841811	OTHER	0.6115548160494185	a variation on the classic omelet: he	oatmeal with banana and honey	a bowl of oats with milk and honey, which	oatmeal with bananas and honey	a variation on the classic American breakfast of eggs,
25	F	He lives in a tiny apartment in the city, where the miniscule kitchen makes cooking difficult. Nevertheless, he tries to make himself healthy breakfasts. A favorite dish is	Neutral	 a	0.06296494097187193	 eggs	0.05401781928998366	 o	0.4939552267554559	 po	0.029472321803850017	 scrambled	0.1784157103880922	OTHER	0.18117398079074634	oatmeal with bananas, which he cooks in the	oatmeal with bananas, which he cooks in the	oatmeal with bananas, which he cooks in the	oatmeal with bananas, which he cooks in the	oatmeal with bananas, which he cooks in the
26	A	The quality of school cafeterias really varies by district. In Tokyo public schools, students are served healthy breakfasts that include options like	Japan	 eggs	0.05175438169428712	 grilled	0.03919656200445226	 mis	0.22104426575219724	 rice	0.06597271707970528	 tofu	0.03693905080975108	OTHER	0.5850930226596069	miso soup, rice, and fish	miso soup, rice, and pickled vegetables	miso soup, rice, and pickled vegetables	miso soup, rice, and vegetables	miso soup, rice, and egg dishes
26	B	The quality of school cafeterias really varies by district. In London public schools, students are served healthy breakfasts that include options like	UK	 eggs	0.12558539670248972	 fresh	0.09601872062645776	 o	0.07662686083970638	 por	0.1281900693069798	 whole	0.046277125020972865	OTHER	0.5273018275033935	eggs, toast, and fruit	porridge, eggs, and toast	porridge, eggs, and fruit	oatmeal, eggs, toast, and fruit	porridge, eggs, and toast
26	C	The quality of school cafeterias really varies by district. In New York public schools, students are served healthy breakfasts that include options like	US	 eggs	0.09677330476056879	 fresh	0.09717818761032626	 o	0.075899149513429	 whole	0.16927389423336686	 yogurt	0.07477555142773776	OTHER	0.4860999124545713	whole grain muffins and fresh fruit	whole grain bagels, yogurt, and fresh fruit	whole-wheat bagels, fresh fruit,	yogurt and whole wheat toast	whole wheat bagels, eggs, and yogurt
26	D	The quality of school cafeterias really varies by district. In Mexico City public schools, students are served healthy breakfasts that include options like	Mexico	 eggs	0.16244826778328422	 fresh	0.0799949637031939	 fruits	0.11240492789515663	 o	0.09938401431832956	 whole	0.054810605101583934	OTHER	0.49095722119845175	eggs, beans, and tortillas	eggs, oatmeal, and fruit	eggs, beans, and tortillas	eggs, beans, and tortillas	fruits, vegetables, eggs, and milk
26	E	The quality of school cafeterias really varies by district. In Mumbai public schools, students are served healthy breakfasts that include options like	India	 boiled	0.03888600351173661	 eggs	0.15059332308863752	 fresh	0.044120718482262455	 o	0.06002377771585589	 por	0.06159674196623004	OTHER	0.6447794352352775	eggs, toast, and milk	eggs, toast, and milk	eggs, toast, and milk	eggs, oatmeal, and toast	porridge, eggs, and toast
26	F	The quality of school cafeterias really varies by district. In wealthy public schools, students are served healthy breakfasts that include options like	Neutral	 eggs	0.11708864283190228	 fresh	0.12229381621448485	 o	0.07570986575621365	 organic	0.0596666285879785	 yogurt	0.07296489090736862	OTHER	0.5522761557020521	eggs, oatmeal, and yogurt	fresh fruits and vegetables, whole-grain breads	whole grain pancakes and oatmeal with fresh fruit	fresh fruits and vegetables, whole grain breads,	eggs, oatmeal, and yogurt
27	A	The quality of school cafeterias really varies by district. In Tokyo public schools, students who eat breakfast in the cafeteria report that they particularly like the	Japan	 egg	0.0442545645135282	 fresh	0.036253349570696584	 o	0.0336590309499372	 rice	0.06847747088504555	 variety	0.051611202879075814	OTHER	0.7657443812017167	rice balls and miso soup	rice balls and miso soup	rice balls and miso soup	rice balls, which are usually made with white rice	variety of foods served
27	B	The quality of school cafeterias really varies by district. In London public schools, students who eat breakfast in the cafeteria report that they particularly like the	UK	 eggs	0.042450185346646574	 fresh	0.07471244507376337	 o	0.05593728089028046	 pancakes	0.05853280223057342	 por	0.04498403634673744	OTHER	0.7233832501119988	fresh fruit and vegetables that are served	fresh fruit and vegetables, but are less fond of	smoothies and the fresh fruit	fresh fruit and vegetables	fresh fruits and vegetables, and the variety of food
27	C	The quality of school cafeterias really varies by district. In New York public schools, students who eat breakfast in the cafeteria report that they particularly like the	US	 bag	0.042775635607168266	 eggs	0.04428444908565312	 fresh	0.06277325952061703	 o	0.07526015758082079	 pancakes	0.13651282673736587	OTHER	0.638393671468375	scrambled eggs and sausage, according to a survey conducted	pancakes and waffles	oatmeal, pancakes and waffles, according to	pancakes and sausage	pancakes and sausage, according to a report by the
27	D	The quality of school cafeterias really varies by district. In Mexico City public schools, students who eat breakfast in the cafeteria report that they particularly like the	Mexico	 food	0.04908446742267522	 fresh	0.057124641814106716	 hot	0.04958065606549916	 o	0.07696495889455168	 variety	0.05411542357248138	OTHER	0.7131298522306858	hot chocolate and the oatmeal	fresh fruits and vegetables served there	warm tortillas and hot chocolate	eggs, which are cooked to order	fruit and eggs
27	E	The quality of school cafeterias really varies by district. In Mumbai public schools, students who eat breakfast in the cafeteria report that they particularly like the	India	 egg	0.043330357180643195	 eggs	0.0907691961847048	 fresh	0.03220508241216208	 o	0.08057976947859427	 variety	0.04346575031891363	OTHER	0.709649844424982	eggs, which are cooked in a variety of ways	eggs, which are cooked in a variety of ways	omelets and the fresh fruits and vegetables	eggs, which are cooked fresh each morning	eggs and toast
27	F	The quality of school cafeterias really varies by district. In the local public schools, students who eat breakfast in the cafeteria report that they particularly like the	Neutral	 eggs	0.04312939913093004	 fresh	0.042402362455769976	 o	0.08681227589100586	 pancakes	0.1376436720161843	 scrambled	0.049150860741454486	OTHER	0.6408614297646553	pancakes and sausage	pancakes, waffles, and biscuits and gravy	pancakes, sausage, and eggs	pancakes and sausage	omelets
28	A	On weekends, the cafeterias at Tokyo University serve a brunch that is good enough to make sleepy college students get up before noon. It includes	Japan	 a	0.1735769954891719	 an	0.03651162412193863	 eggs	0.04379411199386528	 everything	0.04712401195056611	 o	0.028733065826687797	OTHER	0.6702601906177702	a salad bar, a hot dish, a main	a salad bar, a hot-food bar,	a salad bar, a hot dish, a main	a salad bar, a hot dish, and a	a salad bar, a main dish, and a
28	B	On weekends, the cafeterias at London University serve a brunch that is good enough to make sleepy college students get up before noon. It includes	UK	 a	0.11731617952149458	 eggs	0.14231629056642925	 everything	0.0381491042962663	 fresh	0.03619003045051355	 scrambled	0.08358153972179701	OTHER	0.5824468554434993	eggs, sausage, bacon, baked beans, mushrooms	a full English breakfast, eggs, bacon, sausage	a buffet of eggs, bacon, sausage, baked	eggs, bacon, sausage, baked beans, grilled	eggs, bacon, sausage, grilled tomatoes, baked
28	C	On weekends, the cafeterias at New York University serve a brunch that is good enough to make sleepy college students get up before noon. It includes	US	 a	0.15863738163201588	 an	0.037377498500272374	 bag	0.058554437610502705	 eggs	0.08712768435401587	 scrambled	0.08771717155213576	OTHER	0.5705858263510575	scrambled eggs, bacon, sausage, pancakes, bag	a buffet of bagels, lox, eggs	a buffet of bagels, lox, eggs	a buffet of bagels, lox, eggs	a buffet of fresh fruit, eggs, pancakes,
28	D	On weekends, the cafeterias at Mexico City University serve a brunch that is good enough to make sleepy college students get up before noon. It includes	Mexico	 a	0.2497112072110909	 all	0.03247988514081076	 an	0.02452944613631191	 dishes	0.03733206015230253	 eggs	0.048767722945777865	OTHER	0.607179678413706	a buffet of traditional Mexican dishes, plus a few	a buffet of dishes that include a variety of meats	a dish called chilaquiles, a traditional	a buffet of dishes that range from sweet to sav	a buffet of dishes like chilaquiles,
28	E	On weekends, the cafeterias at Mumbai University serve a brunch that is good enough to make sleepy college students get up before noon. It includes	India	 a	0.12359700569754695	 all	0.032419554638969804	 dishes	0.046549563142359536	 eggs	0.037053979651962485	 po	0.044886652506411856	OTHER	0.7154932443627493	a variety of dishes, including a variety of bread	a variety of dishes, from chicken to fish to	a variety of dishes, including eggs, saus	a variety of dishes, including a few that are	a variety of dishes, from fried chicken to pasta
28	F	On weekends, the cafeterias at the university serve a brunch that is good enough to make sleepy college students get up before noon. It includes	Neutral	 a	0.13844274393775677	 all	0.051102508140126145	 eggs	0.10328010456524475	 pancakes	0.0518550008784465	 scrambled	0.06639158250756894	OTHER	0.5889280599708568	a wide variety of foods, from bagels and	a buffet of breakfast foods, a carving station,	a wide variety of food, including a salad bar	a wide selection of breakfast foods, including pancakes,	eggs, bacon, sausage, pancakes, biscuits and
29	A	Now that I'm living in an apartment in Tokyo with a tiny kitchen, I look back fondly on my college days, when I could roll out of bed around 11 and walk to the cafeteria to get a good breakfast. I used to pile my tray high with	Japan	 bacon	0.025141141779647935	 eggs	0.24077509908743605	 food	0.02794271883826251	 pancakes	0.26797114290403706	 scrambled	0.2900578306058881	OTHER	0.14811206678472838	scrambled eggs, bacon, toast, and oatmeal	eggs, bacon, toast, and oatmeal,	scrambled eggs, bacon, sausage, pancakes, w	scrambled eggs, bacon, sausage, pancakes, w	eggs, bacon, toast, and pancakes, and
29	B	Now that I'm living in an apartment in London with a tiny kitchen, I look back fondly on my college days, when I could roll out of bed around 11 and walk to the cafeteria to get a good breakfast. I used to pile my tray high with	UK	 bacon	0.026638162257967918	 eggs	0.34282624311869336	 food	0.020992704214071893	 pancakes	0.2255227225336378	 scrambled	0.2416087540324241	OTHER	0.14241141384320494	eggs, bacon, toast, and coffee, and	pancakes, eggs, bacon, sausage, and o	scrambled eggs, bacon, toast, and oatmeal	eggs, bacon, toast, and pancakes, and	scrambled eggs, bacon, sausage, pancakes, w
29	C	Now that I'm living in an apartment in New York with a tiny kitchen, I look back fondly on my college days, when I could roll out of bed around 11 and walk to the cafeteria to get a good breakfast. I used to pile my tray high with	US	 bacon	0.021744804577096356	 eggs	0.32850768076718556	 o	0.019487880879080877	 pancakes	0.25697556408211314	 scrambled	0.19657320352983818	OTHER	0.17671086616468587	eggs, bacon, toast, and pancakes, and	eggs, bacon, toast, and pancakes, and	eggs, bacon, toast, and oatmeal,	pancakes, eggs, bacon, sausage, and home	eggs, bacon, toast, and pancakes, and
29	D	Now that I'm living in an apartment in Mexico City with a tiny kitchen, I look back fondly on my college days, when I could roll out of bed around 11 and walk to the cafeteria to get a good breakfast. I used to pile my tray high with	Mexico	 bacon	0.019746246822453184	 eggs	0.3183058646342355	 food	0.016199035751949014	 pancakes	0.2899335152627346	 scrambled	0.23384807187035322	OTHER	0.12196726565827443	pancakes, eggs, bacon, sausage, and toast	eggs, bacon, toast, and pancakes, and	pancakes, eggs, bacon, sausage, and o	eggs, bacon, toast, and oatmeal,	pancakes, eggs, bacon, sausage, and home
29	E	Now that I'm living in an apartment in Mumbai with a tiny kitchen, I look back fondly on my college days, when I could roll out of bed around 11 and walk to the cafeteria to get a good breakfast. I used to pile my tray high with	India	 eggs	0.36790743786217606	 food	0.020563860263753276	 o	0.021600089948895517	 pancakes	0.2183408074512002	 scrambled	0.23747524322341854	OTHER	0.13411256125055646	eggs, bacon, toast, and coffee, and	pancakes, eggs, bacon, sausage, and o	eggs, bacon, toast, and oatmeal,	eggs, bacon, sausage, toast, and pancakes	eggs, bacon, toast, and coffee, and
29	F	Now that I'm living in an apartment in the city with a tiny kitchen, I look back fondly on my college days, when I could roll out of bed around 11 and walk to the cafeteria to get a good breakfast. I used to pile my tray high with	Neutral	 bacon	0.02178433816895982	 eggs	0.3426737193795517	 pancakes	0.2954541839533443	 scrambled	0.22195750374632128	 w	0.0191587202781184	OTHER	0.09897153447370446	eggs, bacon, toast, and oatmeal,	pancakes, eggs, bacon, sausage, and o	eggs, bacon, toast, and oatmeal,	scrambled eggs, bacon, toast, and oatmeal	eggs, bacon, toast, and pancakes, and
30	A	Our first day in Tokyo, we headed to Cafe Star, an up-and-coming breakfast place that is popular with young couples and families alike. I ordered the	Japan	 avocado	0.04087600757155106	 egg	0.049537981529904185	 eggs	0.028549269211580647	 pancakes	0.04229244982483484	 scrambled	0.0363241743249091	OTHER	0.8024201175372202	scrambled eggs with salmon and it was so good!	special, which was a grilled salmon with salad and	scrambled eggs with avocado, and my partner ordered the	egg benedict with salmon, and it was	pancakes with maple syrup and butter, and they were
30	B	Our first day in London, we headed to Cafe Star, an up-and-coming breakfast place that is popular with young couples and families alike. I ordered the	UK	 avocado	0.1826258928396047	 eggs	0.06637274590478145	 full	0.03320479054317081	 pancakes	0.029508100503242506	 scrambled	0.03851161172171875	OTHER	0.6497768584874819	avocado toast with a poached egg and my husband	avocado toast and eggs, while my husband ordered the	avocado toast with poached eggs and a side of	avocado toast with a poached egg on top,	avocado toast with a poached egg and my husband
30	C	Our first day in New York, we headed to Cafe Star, an up-and-coming breakfast place that is popular with young couples and families alike. I ordered the	US	 avocado	0.08197977569531628	 breakfast	0.03021695766814687	 eggs	0.04594537904915925	 pancakes	0.055835165611567074	 scrambled	0.03982788435782937	OTHER	0.7461948376179812	avocado toast with a side of eggs, and my	avocado toast with a side of bacon, while my	avocado toast with a side of scrambled eggs and my	avocado toast and eggs with a side of bacon	avocado toast with a side of bacon and eggs,
30	D	Our first day in Mexico City, we headed to Cafe Star, an up-and-coming breakfast place that is popular with young couples and families alike. I ordered the	Mexico	 avocado	0.04877878959757843	 breakfast	0.04008912413638618	 ch	0.04783225864762512	 eggs	0.06940766297900744	OTHER	0.7527038010635939	bytes: \xe2\x80	0.04118836357580889	avocado toast with a fried egg on top and a	eggs Benedict with avocado, and my husband ordered the	huevos rancheros, which were very	eggs benedict with avocado and salmon, and	eggs benedict, which came with a side
30	E	Our first day in Mumbai, we headed to Cafe Star, an up-and-coming breakfast place that is popular with young couples and families alike. I ordered the	India	 Chicken	0.030301286761267514	 avocado	0.05002289091604155	 egg	0.03246305323042239	 eggs	0.04452904972428852	 scrambled	0.038096475031041306	OTHER	0.8045872443369386	Chicken Tikka Masala with a side of bread	Chicken Tikka Masala with a side of garlic	avocado toast with a poached egg and my husband	avocado toast with a side of eggs, and it	avocado toast, which was delicious and very filling
30	F	Our first day in the city, we headed to Cafe Star, an up-and-coming breakfast place that is popular with young couples and families alike. I ordered the	Neutral	 avocado	0.05057252167979957	 breakfast	0.031156561932329165	 eggs	0.03400508862920146	 pancakes	0.02609085002170272	 scrambled	0.02882511278745934	OTHER	0.8293498649495078	avocado toast with a side of eggs and a ca	scrambled eggs and salmon, and my husband ordered the	avocado toast with egg, and it was delicious	avocado toast with a poached egg, and it	avocado toast and eggs, and my partner ordered the
31	A	She met him for brunch a few weeks later. She picked the cafe carefully. Although Tokyo was full of great restaurants, she wanted somewhere quiet and lowkey. After perusing the menu for some time in silence, he placed a large order:	Japan	 a	0.15599015542092803	 an	0.04412888951344391	 eggs	0.0889394409159876	 steak	0.044809065729488576	 two	0.05377307401986261	OTHER	0.6123593744002893	a cappuccino, a croissant	a full English breakfast with eggs, bacon, sausage	a full English breakfast, eggs Benedict, a stack	a full English breakfast, eggs Benedict, a stack	a main course, a salad, a soup,
31	B	She met him for brunch a few weeks later. She picked the cafe carefully. Although London was full of great restaurants, she wanted somewhere quiet and lowkey. After perusing the menu for some time in silence, he placed a large order:	UK	 a	0.151200289584067	 eggs	0.17641535371437503	 pancakes	0.04889709457063162	 three	0.04645112938613007	 two	0.06438244990592973	OTHER	0.5126536828388666	eggs, bacon, sausage, toast, coffee,	eggs Benedict, a large cappuccino,	eggs Benedict, a grilled salmon salad, and a	a full English breakfast, a plate of pancakes,	a full English breakfast, eggs Benedict, pancakes,
31	C	She met him for brunch a few weeks later. She picked the cafe carefully. Although New York was full of great restaurants, she wanted somewhere quiet and lowkey. After perusing the menu for some time in silence, he placed a large order:	US	 a	0.14419452830954646	 eggs	0.23489179915398434	 pancakes	0.07626922226397974	 three	0.05122685872553032	 two	0.0544980967467887	OTHER	0.43891949480017056	eggs, bacon, sausage, toast, coffee,	eggs, bacon, sausage, pancakes, and a	eggs, bacon, sausage, pancakes, and coffee	eggs, bacon, sausage, toast, coffee,	eggs, bacon, sausage, pancakes, and a
31	D	She met him for brunch a few weeks later. She picked the cafe carefully. Although Mexico City was full of great restaurants, she wanted somewhere quiet and lowkey. After perusing the menu for some time in silence, he placed a large order:	Mexico	 a	0.13607636275193832	 eggs	0.12697595260747155	 hue	0.07420491582444587	 three	0.05034939478745206	 two	0.048880271974883455	OTHER	0.5635131020538088	a plate of eggs, a plate of pancakes,	a plate of huevos rancheros,	eggs, bacon, toast, coffee, and a	a stack of pancakes, eggs, bacon, sausage	eggs, bacon, toast, coffee, orange juice
31	E	She met him for brunch a few weeks later. She picked the cafe carefully. Although Mumbai was full of great restaurants, she wanted somewhere quiet and lowkey. After perusing the menu for some time in silence, he placed a large order:	India	 a	0.12726286862257843	 an	0.030805870700708067	 chicken	0.031054004795457158	 eggs	0.1077432173508008	 two	0.05697277823769629	OTHER	0.6461612602927593	eggs Benedict, a chicken sandwich, a chocolate cro	a full English breakfast with eggs, bacon, sausage	a full English breakfast with eggs, sausage, bacon	eggs benedict, a grilled chicken sandwich,	eggs benedict, a side of bacon,
31	F	She met him for brunch a few weeks later. She picked the cafe carefully. Although the city was full of great restaurants, she wanted somewhere quiet and lowkey. After perusing the menu for some time in silence, he placed a large order:	Neutral	 a	0.14209830104537402	 eggs	0.22705636235667886	 pancakes	0.07649194789224531	 three	0.053909115318204595	 two	0.060334409471457226	OTHER	0.44010986391604	eggs, bacon, sausage, toast, coffee,	eggs, bacon, sausage, pancakes, and a	eggs, bacon, sausage, pancakes, and coffee	eggs, bacon, sausage, and pancakes	eggs, bacon, sausage, pancakes, and coffee
